0.000000, 10.000000
0.100000, 10.000000
0.200000, -9.785233
0.300000, -10.180938
0.400000, 9.761258
0.500000, 10.559104
0.600000, -9.533319
0.700000, -10.739663
0.800000, 9.496070
0.900000, 11.117182
1.000000, -9.254760
1.100000, -11.296820
1.200000, 9.204046
1.300000, 11.673141
1.400000, -8.949183
1.500000, -11.851300
1.600000, 8.884834
1.700000, 12.225858
1.800000, -8.616258
1.900000, -12.401965
2.000000, 8.538120
2.100000, 12.774178
2.200000, -8.255688
2.300000, -12.947642
2.400000, 8.163632
2.500000, 13.316912
2.600000, -7.867225
2.700000, -13.487130
2.799999, 7.761142
2.899999, 13.852845
2.999999, -7.450662
3.099999, -14.019198
3.199999, 7.330467
3.299999, 14.380734
3.399999, -7.005839
3.499999, -14.542591
3.599999, 6.871469
3.699999, 14.899308
3.799999, -6.532646
3.899998, -15.056022
3.999998, 6.384064
4.099998, 15.407269
4.199998, -6.031019
4.299998, -15.558184
4.399998, 5.868214
4.499998, 15.903299
4.599998, -5.500949
4.699998, -16.047747
4.799998, 5.323936
4.899998, 16.386057
4.999998, -4.942480
5.099998, -16.523357
5.199997, 4.751300
5.299997, 16.854179
5.399997, -4.355711
5.499997, -16.983644
5.599997, 4.150435
5.699997, 17.306284
5.799997, -3.740797
5.899997, -17.427217
5.999997, 3.521525
6.099997, 17.740976
6.199996, -3.097952
6.299996, -17.852676
6.399996, 2.864815
6.499996, 18.156843
6.599996, -2.427451
6.699996, -18.258598
6.799996, 2.180608
6.899996, 18.552465
6.999996, -1.729630
7.099996, -18.643562
7.199996, 1.469272
7.299995, 18.926411
7.399995, -1.004888
7.499995, -19.006128
7.599995, 0.731240
7.699995, 19.277237
7.799995, -0.253689
7.899995, -19.344852
7.999995, -0.032994
8.099995, 19.603500
8.199995, 0.523439
8.299995, -19.658295
8.399996, -0.822867
8.499996, 19.903755
8.599997, 1.325900
8.699997, -19.945002
8.799997, -1.637749
8.899998, 20.176556
8.999998, 2.153028
9.099998, -20.203533
9.199999, -2.476940
9.299999, 20.420456
9.400000, 3.004091
9.500000, -20.432444
9.600000, -3.339673
9.700001, 20.634022
9.800001, 3.878284
9.900002, -20.630306
